azimuth, elevation, dBi
35, 95, -7.574822544847706
40, 95, -7.532763259501795
45, 95, -7.487370223907947
50, 95, -7.439347341433933
55, 95, -7.389407000657268
59.99999999999999, 95, -7.338253846919903
65, 95, -7.286570005645943
70, 95, -7.235002056208596
75.00000000000001, 95, -7.1841499432604286
80, 95, -7.134557917408398
85, 95, -7.086707522263326
90, 95, -7.041012590548732
95, 95, -6.997816176133988
100, 95, -6.957389328038936
105, 95, -6.919931602287846
110, 95, -6.885573203377408
114.99999999999999, 95, -6.854378644701418
119.99999999999999, 95, -6.82635181275919
125.00000000000001, 95, -6.801442310430858
130, 95, -6.779552938154779
135, 95, -6.760548147834385
140, 95, -6.744263273399764
145.00000000000003, 95, -6.730514306165513
150.00000000000003, 95, -6.719107945728757
155, 95, -6.709851622425001
160, 95, -6.702563160202905
164.99999999999997, 95, -6.6970797341414725
170, 95, -6.693265779043985
175.00000000000003, 95, -6.691019527618689
180, 95, -6.690277899802651
185, 95, -6.691019527618689
190, 95, -6.693265779043985
195.00000000000003, 95, -6.6970797341414725
200, 95, -6.702563160202905
205, 95, -6.709851622425001
210, 95, -6.719107945728757
215, 95, -6.730514306165513
220, 95, -6.744263273399764
225, 95, -6.760548147834385
229.99999999999997, 95, -6.779552938154779
235, 95, -6.801442310430858
239.99999999999997, 95, -6.82635181275919
245.00000000000003, 95, -6.854378644701418
250.00000000000003, 95, -6.885573203377408
255, 95, -6.919931602287846
260, 95, -6.957389328038936
265, 95, -6.997816176133988
270, 95, -7.041012590548732
275, 95, -7.086707522263326
280, 95, -7.134557917408398
285, 95, -7.1841499432604286
290.00000000000006, 95, -7.235002056208596
295, 95, -7.286570005645943
300.00000000000006, 95, -7.338253846919903
305, 95, -7.389407000657268
310, 95, -7.439347341433933
315, 95, -7.487370223907947
320, 95, -7.532763259501795
325, 95, -7.574822544847706
329.99999999999994, 95, -7.612869921335207
335.00000000000006, 95, -7.646270723591247
340, 95, -7.674451366889064
345, 95, -7.696916044233243
350.00000000000006, 95, -7.713261767680071
355, 95, -7.723191006876658
360, 95, -7.726521256980377
0, 100, -8.832621882204135
5, 100, -8.8220814352727
10, 100, -8.790766215223488
14.999999999999998, 100, -8.739575537131092
20, 100, -8.669947195384973
25, 100, -8.583773828622526
29.999999999999996, 100, -8.483300012428971
35, 100, -8.371010759434728
40, 100, -8.249521347411445
45, 100, -8.121476333539864
50, 100, -7.989462918398912
55, 100, -7.855941125775364
59.99999999999999, 100, -7.723191006876658
65, 100, -7.593275473715754
70, 100, -7.468016436415208
75.00000000000001, 100, -7.348981560279935
80, 100, -7.237479016187871
85, 100, -7.134557917408398
90, 100, -7.041012590548732
95, 100, -6.957389328038936
100, 100, -6.883994758511401
105, 100, -6.820905419312794
110, 100, -6.767978507792924
114.99999999999999, 100, -6.724864117735827
119.99999999999999, 100, -6.69101952761869
125.00000000000001, 100, -6.665726287662293
130, 100, -6.6481109363257005
135, 100, -6.637170142266494
140, 100, -6.631800891657869
145.00000000000003, 100, -6.63083600539513
150.00000000000003, 100, -6.6330847734026435
155, 100, -6.637377856788137
160, 100, -6.6426148898617665
164.99999999999997, 100, -6.647812506243822
170, 100, -6.652149937891839
175.00000000000003, 100, -6.655009022244423
180, 100, -6.656005507654098
185, 100, -6.655009022244423
190, 100, -6.652149937891839
195.00000000000003, 100, -6.647812506243822
200, 100, -6.6426148898617665
205, 100, -6.637377856788137
210, 100, -6.6330847734026435
215, 100, -6.63083600539513
220, 100, -6.631800891657869
225, 100, -6.637170142266494
229.99999999999997, 100, -6.6481109363257005
235, 100, -6.665726287662293
239.99999999999997, 100, -6.691019527618689
245.00000000000003, 100, -6.724864117735827
250.00000000000003, 100, -6.767978507792924
255, 100, -6.820905419312795
260, 100, -6.883994758511401
265, 100, -6.957389328038936
270, 100, -7.041012590548732
275, 100, -7.134557917408398
280, 100, -7.2374790161878675
285, 100, -7.348981560279933
290.00000000000006, 100, -7.468016436415208
295, 100, -7.593275473715754
300.00000000000006, 100, -7.723191006876658
305, 100, -7.855941125775364
310, 100, -7.989462918398912
315, 100, -8.121476333539864
320, 100, -8.249521347411445
325, 100, -8.371010759434728
329.99999999999994, 100, -8.483300012428971
335.00000000000006, 100, -8.583773828622526
340, 100, -8.669947195384973
345, 100, -8.739575537131092
350.00000000000006, 100, -8.790766215223488
355, 100, -8.8220814352727
360, 100, -8.832621882204135
0, 105, -10.595080689277589
5, 105, -10.568788244279252
10, 105, -10.491181531429493
14.999999999999998, 105, -10.365912566413764
20, 105, -10.198576859145723
25, 105, -9.996104566560666
29.999999999999996, 105, -9.766110714453898
35, 105, -9.516314280932463
40, 105, -9.254091170022276
45, 105, -8.986179534121861
50, 105, -8.718522331237228
55, 105, -8.456215349277237
59.99999999999999, 105, -8.203525825496937
65, 105, -7.963951500854822
70, 105, -7.740297567247174
75.00000000000001, 105, -7.534756468466356
80, 105, -7.348981560279935
85, 105, -7.1841499432604286
90, 105, -7.041012590548732
95, 105, -6.919931602287846
100, 105, -6.820905419312794
105, 105, -6.743583437279344
110, 105, -6.6872719130043095
114.99999999999999, 105, -6.650933510627192
119.99999999999999, 105, -6.633183400238508
125.00000000000001, 105, -6.632285543558034
130, 105, -6.646153662533873
135, 105, -6.672362284365119
140, 105, -6.708173977055202
145.00000000000003, 105, -6.750589094664519
150.00000000000003, 105, -6.796423597715721
155, 105, -6.842418340785529
160, 105, -6.885379323493516
164.99999999999997, 105, -6.922342887312853
170, 105, -6.950753456713519
175.00000000000003, 105, -6.968635625637068
180, 105, -6.97473907223344
185, 105, -6.968635625637068
190, 105, -6.950753456713519
195.00000000000003, 105, -6.922342887312853
200, 105, -6.885379323493516
205, 105, -6.842418340785529
210, 105, -6.796423597715721
215, 105, -6.750589094664519
220, 105, -6.708173977055202
225, 105, -6.672362284365119
229.99999999999997, 105, -6.646153662533873
235, 105, -6.632285543558034
239.99999999999997, 105, -6.633183400238508
245.00000000000003, 105, -6.650933510627192
250.00000000000003, 105, -6.6872719130043095
255, 105, -6.743583437279344
260, 105, -6.820905419312794
265, 105, -6.919931602287846
270, 105, -7.041012590548732
275, 105, -7.1841499432604286
280, 105, -7.348981560279933
285, 105, -7.534756468466356
290.00000000000006, 105, -7.740297567247174
295, 105, -7.963951500854822
300.00000000000006, 105, -8.203525825496937
305, 105, -8.456215349277237
310, 105, -8.718522331237228
315, 105, -8.986179534121861
320, 105, -9.254091170022276
325, 105, -9.516314280932463
329.99999999999994, 105, -9.766110714453891
335.00000000000006, 105, -9.996104566560666
340, 105, -10.198576859145723
345, 105, -10.365912566413764
350.00000000000006, 105, -10.491181531429493
355, 105, -10.568788244279252
360, 105, -10.595080689277589
0, 110, -13.840300817221943
5, 110, -13.764374432613536
10, 110, -13.544861849344723
14.999999999999998, 110, -13.203938699827372
20, 110, -12.771425797840132
25, 110, -12.278200064905223
29.999999999999996, 110, -11.75168214904591
35, 110, -11.213888772650265
40, 110, -10.681330315799777
45, 110, -10.165818997189675
50, 110, -9.675527849225833
55, 110, -9.215967566857962
59.99999999999999, 110, -8.790766215223494
65, 110, -8.402245058780233
70, 110, -8.05182402003571
75.00000000000001, 110, -7.740297567247174
80, 110, -7.468016436415208
85, 110, -7.235002056208596
90, 110, -7.041012590548732
95, 110, -6.885573203377408
100, 110, -6.767978507792924
105, 110, -6.6872719130043095
110, 110, -6.6422044570995435
114.99999999999999, 110, -6.631174558387576
119.99999999999999, 110, -6.652149937891839
125.00000000000001, 110, -6.702573935884577
130, 110, -6.7792608995741865
135, 110, -6.878289679878055
140, 110, -6.994910865978413
145.00000000000003, 110, -7.123492035851054
150.00000000000003, 110, -7.257534684887541
155, 110, -7.3898033265824825
160, 110, -7.512605842331745
164.99999999999997, 110, -7.618247362862272
170, 110, -7.6996428533068055
175.00000000000003, 110, -7.7510195397141555
180, 110, -7.768586183066574
185, 110, -7.7510195397141555
190, 110, -7.6996428533068055
195.00000000000003, 110, -7.618247362862272
200, 110, -7.512605842331745
205, 110, -7.3898033265824825
210, 110, -7.257534684887541
215, 110, -7.123492035851054
220, 110, -6.994910865978413
225, 110, -6.878289679878056
229.99999999999997, 110, -6.7792608995741865
235, 110, -6.702573935884578
239.99999999999997, 110, -6.652149937891839
245.00000000000003, 110, -6.631174558387576
250.00000000000003, 110, -6.6422044570995435
255, 110, -6.6872719130043095
260, 110, -6.767978507792924
265, 110, -6.885573203377408
270, 110, -7.041012590548732
275, 110, -7.235002056208596
280, 110, -7.468016436415208
285, 110, -7.740297567247172
290.00000000000006, 110, -8.05182402003571
295, 110, -8.402245058780233
300.00000000000006, 110, -8.790766215223488
305, 110, -9.215967566857962
310, 110, -9.675527849225833
315, 110, -10.165818997189668
320, 110, -10.681330315799777
325, 110, -11.213888772650265
329.99999999999994, 110, -11.75168214904591
335.00000000000006, 110, -12.278200064905223
340, 110, -12.771425797840132
345, 110, -13.203938699827372
350.00000000000006, 110, -13.544861849344723
355, 110, -13.764374432613536
360, 110, -13.840300817221943
0, 114.99999999999999, -24.496048412655345
5, 114.99999999999999, -25.7345786020295
10, 114.99999999999999, -45.529891096846015
14.999999999999998, 114.99999999999999, -23.595394216729346
20, 114.99999999999999, -19.78424863705313
25, 114.99999999999999, -17.360819058036782
29.999999999999996, 114.99999999999999, -15.547706779297128
35, 114.99999999999999, -14.092887976059647
40, 114.99999999999999, -12.880544791683143
45, 114.99999999999999, -11.847430027380334
50, 114.99999999999999, -10.955252410816996
55, 114.99999999999999, -10.179195736495197
59.99999999999999, 114.99999999999999, -9.502386211403945
65, 114.99999999999999, -8.912936963532832
70, 114.99999999999999, -8.402245058780233
75.00000000000001, 114.99999999999999, -7.963951500854822
80, 114.99999999999999, -7.593275473715754
85, 114.99999999999999, -7.286570005645943
90, 114.99999999999999, -7.041012590548732
95, 114.99999999999999, -6.854378644701418
100, 114.99999999999999, -6.724864117735827
105, 114.99999999999999, -6.650933510627192
110, 114.99999999999999, -6.631174558387576
114.99999999999999, 114.99999999999999, -6.664142725813021
119.99999999999999, 114.99999999999999, -6.748178458505078
125.00000000000001, 114.99999999999999, -6.881178621154637
130, 114.99999999999999, -7.0603018319668145
135, 114.99999999999999, -7.281587563484068
140, 114.99999999999999, -7.539475092670939
145.00000000000003, 114.99999999999999, -7.826228246415571
150.00000000000003, 114.99999999999999, -8.131317233930675
155, 114.99999999999999, -8.44089307055345
160, 114.99999999999999, -8.73761570179203
164.99999999999997, 114.99999999999999, -9.001226469689719
170, 114.99999999999999, -9.210274346930317
175.00000000000003, 114.99999999999999, -9.345132612607431
180, 114.99999999999999, -9.391788694130094
185, 114.99999999999999, -9.345132612607431
190, 114.99999999999999, -9.210274346930317
195.00000000000003, 114.99999999999999, -9.001226469689719
200, 114.99999999999999, -8.73761570179203
205, 114.99999999999999, -8.44089307055345
210, 114.99999999999999, -8.131317233930675
215, 114.99999999999999, -7.826228246415571
220, 114.99999999999999, -7.539475092670939
225, 114.99999999999999, -7.281587563484068
229.99999999999997, 114.99999999999999, -7.0603018319668145
235, 114.99999999999999, -6.881178621154639
239.99999999999997, 114.99999999999999, -6.7481784585050795
245.00000000000003, 114.99999999999999, -6.664142725813021
250.00000000000003, 114.99999999999999, -6.631174558387576
255, 114.99999999999999, -6.650933510627192
260, 114.99999999999999, -6.724864117735827
265, 114.99999999999999, -6.854378644701418
270, 114.99999999999999, -7.041012590548732
275, 114.99999999999999, -7.286570005645942
280, 114.99999999999999, -7.593275473715753
285, 114.99999999999999, -7.963951500854819
290.00000000000006, 114.99999999999999, -8.402245058780236
295, 114.99999999999999, -8.912936963532832
300.00000000000006, 114.99999999999999, -9.502386211403945
305, 114.99999999999999, -10.179195736495197
310, 114.99999999999999, -10.955252410816996
315, 114.99999999999999, -11.847430027380334
320, 114.99999999999999, -12.880544791683143
325, 114.99999999999999, -14.092887976059632
329.99999999999994, 114.99999999999999, -15.547706779297128
335.00000000000006, 114.99999999999999, -17.360819058036782
340, 114.99999999999999, -19.78424863705313
345, 114.99999999999999, -23.595394216729346
350.00000000000006, 114.99999999999999, -45.529891096846015
355, 114.99999999999999, -25.7345786020295
360, 114.99999999999999, -24.496048412655345
0, 119.99999999999999, -13.524934049040251
5, 119.99999999999999, -13.619644153201664
10, 119.99999999999999, -13.917871606799268
14.999999999999998, 119.99999999999999, -14.46905600125903
20, 119.99999999999999, -15.388952305774552
25, 119.99999999999999, -16.97265872616811
29.999999999999996, 119.99999999999999, -20.35121287941985
35, 119.99999999999999, -24.412971249391685
40, 119.99999999999999, -17.360819058036782
45, 119.99999999999999, -14.57872564519418
50, 119.99999999999999, -12.771425797840122
55, 119.99999999999999, -11.427397234865849
59.99999999999999, 119.99999999999999, -10.36591256641376
65, 119.99999999999999, -9.502386211403945
70, 119.99999999999999, -8.790766215223488
75.00000000000001, 119.99999999999999, -8.203525825496934
80, 119.99999999999999, -7.723191006876658
85, 119.99999999999999, -7.338253846919903
90, 119.99999999999999, -7.041012590548732
95, 119.99999999999999, -6.82635181275919
100, 119.99999999999999, -6.69101952761869
105, 119.99999999999999, -6.633183400238508
110, 119.99999999999999, -6.652149937891839
114.99999999999999, 119.99999999999999, -6.748178458505078
119.99999999999999, 119.99999999999999, -6.922342887312851
125.00000000000001, 119.99999999999999, -7.176399159125194
130, 119.99999999999999, -7.512605842331739
135, 119.99999999999999, -7.933415655644314
140, 119.99999999999999, -8.440893070553447
145.00000000000003, 119.99999999999999, -9.035594558140174
150.00000000000003, 119.99999999999999, -9.714439223147295
155, 119.99999999999999, -10.46678152470944
160, 119.99999999999999, -11.267613173882296
164.99999999999997, 119.99999999999999, -12.067327107863946
170, 119.99999999999999, -12.781050598924686
175.00000000000003, 119.99999999999999, -13.290157487578668
180, 119.99999999999999, -13.477016917132579
185, 119.99999999999999, -13.290157487578668
190, 119.99999999999999, -12.781050598924686
195.00000000000003, 119.99999999999999, -12.067327107863946
200, 119.99999999999999, -11.267613173882296
205, 119.99999999999999, -10.46678152470944
210, 119.99999999999999, -9.714439223147295
215, 119.99999999999999, -9.035594558140174
220, 119.99999999999999, -8.44089307055345
225, 119.99999999999999, -7.933415655644316
229.99999999999997, 119.99999999999999, -7.512605842331745
235, 119.99999999999999, -7.176399159125197
239.99999999999997, 119.99999999999999, -6.922342887312853
245.00000000000003, 119.99999999999999, -6.748178458505078
250.00000000000003, 119.99999999999999, -6.652149937891839
255, 119.99999999999999, -6.63318340023851
260, 119.99999999999999, -6.69101952761869
265, 119.99999999999999, -6.82635181275919
270, 119.99999999999999, -7.041012590548732
275, 119.99999999999999, -7.338253846919901
280, 119.99999999999999, -7.7231910068766565
285, 119.99999999999999, -8.20352582549693
290.00000000000006, 119.99999999999999, -8.790766215223494
295, 119.99999999999999, -9.502386211403945
300.00000000000006, 119.99999999999999, -10.36591256641376
305, 119.99999999999999, -11.427397234865849
310, 119.99999999999999, -12.77142579784011
315, 119.99999999999999, -14.57872564519418
320, 119.99999999999999, -17.360819058036746
325, 119.99999999999999, -24.41297124939151
329.99999999999994, 119.99999999999999, -20.35121287941985
335.00000000000006, 119.99999999999999, -16.97265872616811
340, 119.99999999999999, -15.388952305774552
345, 119.99999999999999, -14.46905600125903
350.00000000000006, 119.99999999999999, -13.917871606799268
355, 119.99999999999999, -13.619644153201664
360, 119.99999999999999, -13.524934049040251
0, 125.00000000000001, -11.033611013962432
5, 125.00000000000001, -11.085409786674516
10, 125.00000000000001, -11.2462618148455
14.999999999999998, 125.00000000000001, -11.533853672846481
20, 125.00000000000001, -11.983019849954053
25, 125.00000000000001, -12.658392014443605
29.999999999999996, 125.00000000000001, -13.68909610254894
35, 125.00000000000001, -15.388952305774515
40, 125.00000000000001, -18.96942441693313
45, 125.00000000000001, -22.34494653543619
50, 125.00000000000001, -15.788750911218294
55, 125.00000000000001, -13.13467637159244
59.99999999999999, 125.00000000000001, -11.427397234865857
65, 125.00000000000001, -10.179195736495206
70, 125.00000000000001, -9.215967566857962
75.00000000000001, 125.00000000000001, -8.456215349277237
80, 125.00000000000001, -7.855941125775364
85, 125.00000000000001, -7.389407000657268
90, 125.00000000000001, -7.041012590548732
95, 125.00000000000001, -6.801442310430858
100, 125.00000000000001, -6.665726287662293
105, 125.00000000000001, -6.632285543558034
110, 125.00000000000001, -6.702573935884577
114.99999999999999, 125.00000000000001, -6.881178621154637
119.99999999999999, 125.00000000000001, -7.176399159125194
125.00000000000001, 125.00000000000001, -7.6014944417988195
130, 125.00000000000001, -8.177078709335262
135, 125.00000000000001, -8.93581449031565
140, 125.00000000000001, -9.932371459142193
145.00000000000003, 125.00000000000001, -11.267613173882317
150.00000000000003, 125.00000000000001, -13.161549753881914
155, 125.00000000000001, -16.281008741091664
160, 125.00000000000001, -28.06430449079089
164.99999999999997, 125.00000000000001, -17.78065381489009
170, 125.00000000000001, -15.182446817083283
175.00000000000003, 125.00000000000001, -14.114912515993385
180, 125.00000000000001, -13.805800788826794
185, 125.00000000000001, -14.114912515993352
190, 125.00000000000001, -15.182446817083283
195.00000000000003, 125.00000000000001, -17.78065381489005
200, 125.00000000000001, -28.06430449079089
205, 125.00000000000001, -16.281008741091664
210, 125.00000000000001, -13.161549753881914
215, 125.00000000000001, -11.267613173882317
220, 125.00000000000001, -9.9323714591422
225, 125.00000000000001, -8.93581449031565
229.99999999999997, 125.00000000000001, -8.177078709335266
235, 125.00000000000001, -7.601494441798823
239.99999999999997, 125.00000000000001, -7.176399159125198
245.00000000000003, 125.00000000000001, -6.881178621154637
250.00000000000003, 125.00000000000001, -6.702573935884577
255, 125.00000000000001, -6.632285543558034
260, 125.00000000000001, -6.665726287662293
265, 125.00000000000001, -6.801442310430858
270, 125.00000000000001, -7.041012590548732
275, 125.00000000000001, -7.3894070006572665
280, 125.00000000000001, -7.855941125775361
285, 125.00000000000001, -8.456215349277228
290.00000000000006, 125.00000000000001, -9.215967566857966
295, 125.00000000000001, -10.179195736495206
300.00000000000006, 125.00000000000001, -11.427397234865857
305, 125.00000000000001, -13.13467637159244
310, 125.00000000000001, -15.78875091121827
315, 125.00000000000001, -22.34494653543619
320, 125.00000000000001, -18.96942441693313
325, 125.00000000000001, -15.388952305774552
329.99999999999994, 125.00000000000001, -13.68909610254894
335.00000000000006, 125.00000000000001, -12.658392014443605
340, 125.00000000000001, -11.983019849954053
345, 125.00000000000001, -11.533853672846481
350.00000000000006, 125.00000000000001, -11.2462618148455
355, 125.00000000000001, -11.085409786674516
360, 125.00000000000001, -11.033611013962432
0, 130, -9.791388359437617
5, 130, -9.824289970736274
10, 130, -9.926929979843685
14.999999999999998, 130, -10.11155926883244
20, 130, -10.4004277145776
25, 130, -10.830005695330055
29.999999999999996, 130, -11.461256076050086
35, 130, -12.406733879005207
40, 130, -13.917871606799268
45, 130, -16.817833249535713
50, 130, -27.86465862437273
55, 130, -15.78875091121827
59.99999999999999, 130, -12.771425797840132
65, 130, -10.955252410816996
70, 130, -9.675527849225833
75.00000000000001, 130, -8.718522331237228
80, 130, -7.989462918398916
85, 130, -7.439347341433933
90, 130, -7.041012590548732
95, 130, -6.779552938154779
100, 130, -6.6481109363257005
105, 130, -6.646153662533873
110, 130, -6.7792608995741865
114.99999999999999, 130, -7.0603018319668145
119.99999999999999, 130, -7.512605842331739
125.00000000000001, 130, -8.177078709335262
130, 130, -9.12905778017055
135, 130, -10.52526848009167
140, 130, -12.781050598924686
145.00000000000003, 130, -17.95814333427466
150.00000000000003, 130, -16.99962870072476
155, 130, -12.70820460454236
160, 130, -10.785182706189953
164.99999999999997, 130, -9.65759481761279
170, 130, -8.971529269510356
175.00000000000003, 130, -8.595633197635404
180, 130, -8.475439913094892
185, 130, -8.595633197635399
190, 130, -8.971529269510356
195.00000000000003, 130, -9.657594817612784
200, 130, -10.785182706189953
205, 130, -12.708204604542345
210, 130, -16.999628700724823
215, 130, -17.95814333427466
220, 130, -12.781050598924704
225, 130, -10.52526848009168
229.99999999999997, 130, -9.129057780170555
235, 130, -8.177078709335266
239.99999999999997, 130, -7.512605842331745
245.00000000000003, 130, -7.060301831966812
250.00000000000003, 130, -6.779260899574186
255, 130, -6.646153662533873
260, 130, -6.6481109363257005
265, 130, -6.779552938154779
270, 130, -7.04101259054873
275, 130, -7.43934734143393
280, 130, -7.989462918398912
285, 130, -8.718522331237224
290.00000000000006, 130, -9.675527849225833
295, 130, -10.955252410816996
300.00000000000006, 130, -12.771425797840132
305, 130, -15.78875091121827
310, 130, -27.86465862437273
315, 130, -16.817833249535713
320, 130, -13.917871606799268
325, 130, -12.406733879005225
329.99999999999994, 130, -11.461256076050086
335.00000000000006, 130, -10.830005695330055
340, 130, -10.4004277145776
345, 130, -10.11155926883244
350.00000000000006, 130, -9.926929979843685
355, 130, -9.824289970736274
360, 130, -9.791388359437617
0, 135, -9.15276724600403
5, 135, -9.171290221182643
10, 135, -9.230834318326243
14.999999999999998, 135, -9.343319350909749
20, 135, -9.528880613986049
25, 135, -9.817308270162362
29.999999999999996, 135, -10.252455465236707
35, 135, -10.903804856767131
40, 135, -11.898034101285099
45, 135, -13.524934049040226
50, 135, -16.817833249535713
55, 135, -22.34494653543619
59.99999999999999, 135, -14.578725645194199
65, 135, -11.847430027380334
70, 135, -10.165818997189675
75.00000000000001, 135, -8.986179534121861
80, 135, -8.121476333539864
85, 135, -7.487370223907947
90, 135, -7.041012590548732
95, 135, -6.760548147834385
100, 135, -6.637170142266494
105, 135, -6.672362284365119
110, 135, -6.878289679878055
114.99999999999999, 135, -7.281587563484068
119.99999999999999, 135, -7.933415655644314
125.00000000000001, 135, -8.93581449031565
130, 135, -10.52526848009167
135, 135, -13.477016917132579
140, 135, -27.864601513288513
145.00000000000003, 135, -13.087191518059004
150.00000000000003, 135, -10.196773523837901
155, 135, -8.57012383016898
160, 135, -7.508098455267238
164.99999999999997, 135, -6.79045466932937
170, 135, -6.32177931466258
175.00000000000003, 135, -6.055302198895626
180, 135, -5.968701048312805
185, 135, -6.055302198895626
190, 135, -6.32177931466258
195.00000000000003, 135, -6.790454669329362
200, 135, -7.5080984552672305
205, 135, -8.570123830168972
210, 135, -10.196773523837901
215, 135, -13.087191518059019
220, 135, -27.86460151328814
225, 135, -13.477016917132627
229.99999999999997, 135, -10.52526848009168
235, 135, -8.93581449031565
239.99999999999997, 135, -7.93341565564432
245.00000000000003, 135, -7.2815875634840665
250.00000000000003, 135, -6.878289679878055
255, 135, -6.672362284365119
260, 135, -6.637170142266494
265, 135, -6.760548147834385
270, 135, -7.04101259054873
275, 135, -7.487370223907947
280, 135, -8.121476333539862
285, 135, -8.986179534121852
290.00000000000006, 135, -10.165818997189682
295, 135, -11.847430027380334
300.00000000000006, 135, -14.578725645194199
305, 135, -22.34494653543619
310, 135, -16.817833249535713
315, 135, -13.524934049040251
320, 135, -11.898034101285099
325, 135, -10.903804856767131
329.99999999999994, 135, -10.252455465236714
335.00000000000006, 135, -9.817308270162362
340, 135, -9.528880613986049
345, 135, -9.343319350909749
350.00000000000006, 135, -9.230834318326243
355, 135, -9.171290221182643
360, 135, -9.15276724600403
0, 140, -8.920425600510448
5, 140, -8.923910246922407
10, 140, -8.939497272282802
14.999999999999998, 140, -8.98196158843832
20, 140, -9.074371825617959
25, 140, -9.247321395359844
29.999999999999996, 140, -9.540424380704886
35, 140, -10.00853927187373
40, 140, -10.738636396637313
45, 140, -11.898034101285099
50, 140, -13.917871606799268
55, 140, -18.96942441693313
59.99999999999999, 140, -17.360819058036782
65, 140, -12.880544791683143
70, 140, -10.681330315799777
75.00000000000001, 140, -9.254091170022273
80, 140, -8.249521347411445
85, 140, -7.5327632595017935
90, 140, -7.041012590548732
95, 140, -6.744263273399764
100, 140, -6.631800891657869
105, 140, -6.708173977055202
110, 140, -6.994910865978413
114.99999999999999, 140, -7.539475092670939
119.99999999999999, 140, -8.440893070553447
125.00000000000001, 140, -9.932371459142193
130, 140, -12.781050598924686
135, 140, -27.864601513288513
140, 140, -12.263119287273128
145.00000000000003, 140, -9.272653250926789
150.00000000000003, 140, -7.55138637274289
155, 140, -6.392916911986361
160, 140, -5.573893192340609
164.99999999999997, 140, -4.996026883460755
170, 140, -4.609052421894219
175.00000000000003, 140, -4.385885881076647
180, 140, -4.312889814575689
185, 140, -4.385885881076643
190, 140, -4.609052421894219
195.00000000000003, 140, -4.996026883460751
200, 140, -5.5738931923406065
205, 140, -6.392916911986356
210, 140, -7.55138637274289
215, 140, -9.272653250926794
220, 140, -12.263119287273092
225, 140, -27.86460151328814
229.99999999999997, 140, -12.781050598924715
235, 140, -9.9323714591422
239.99999999999997, 140, -8.440893070553457
245.00000000000003, 140, -7.539475092670937
250.00000000000003, 140, -6.994910865978412
255, 140, -6.708173977055202
260, 140, -6.631800891657869
265, 140, -6.744263273399764
270, 140, -7.04101259054873
275, 140, -7.532763259501792
280, 140, -8.249521347411443
285, 140, -9.254091170022265
290.00000000000006, 140, -10.681330315799777
295, 140, -12.880544791683153
300.00000000000006, 140, -17.360819058036782
305, 140, -18.969424416933226
310, 140, -13.917871606799268
315, 140, -11.898034101285099
320, 140, -10.738636396637325
325, 140, -10.00853927187373
329.99999999999994, 140, -9.540424380704891
335.00000000000006, 140, -9.247321395359844
340, 140, -9.074371825617959
345, 140, -8.98196158843832
350.00000000000006, 140, -8.939497272282802
355, 140, -8.923910246922407
360, 140, -8.920425600510448
0, 145.00000000000003, -9.024219066622033
5, 145.00000000000003, -9.008399802421119
10, 145.00000000000003, -8.96899601783447
14.999999999999998, 145.00000000000003, -8.928114069903017
20, 145.00000000000003, -8.917264747437327
25, 145.00000000000003, -8.97329521011985
29.999999999999996, 145.00000000000003, -9.137480290229139
35, 145.00000000000003, -9.459409849780444
40, 145.00000000000003, -10.008539271873724
45, 145.00000000000003, -10.90380485676712
50, 145.00000000000003, -12.406733879005207
55, 145.00000000000003, -15.388952305774515
59.99999999999999, 145.00000000000003, -24.412971249391685
65, 145.00000000000003, -14.092887976059647
70, 145.00000000000003, -11.213888772650273
75.00000000000001, 145.00000000000003, -9.516314280932463
80, 145.00000000000003, -8.371010759434728
85, 145.00000000000003, -7.574822544847706
90, 145.00000000000003, -7.041012590548732
95, 145.00000000000003, -6.730514306165513
100, 145.00000000000003, -6.63083600539513
105, 145.00000000000003, -6.750589094664519
110, 145.00000000000003, -7.123492035851054
114.99999999999999, 145.00000000000003, -7.826228246415571
119.99999999999999, 145.00000000000003, -9.035594558140174
125.00000000000001, 145.00000000000003, -11.267613173882317
130, 145.00000000000003, -17.95814333427466
135, 145.00000000000003, -13.087191518059004
140, 145.00000000000003, -9.272653250926789
145.00000000000003, 145.00000000000003, -7.244877257400216
150.00000000000003, 145.00000000000003, -5.895609498598134
155, 145.00000000000003, -4.9285782943133984
160, 145.00000000000003, -4.221164594415237
164.99999999999997, 145.00000000000003, -3.7117749581580872
170, 145.00000000000003, -3.3663734898804853
175.00000000000003, 145.00000000000003, -3.165726812371434
180, 145.00000000000003, -3.0998751627434262
185, 145.00000000000003, -3.1657268123714304
190, 145.00000000000003, -3.3663734898804853
195.00000000000003, 145.00000000000003, -3.7117749581580872
200, 145.00000000000003, -4.2211645944152325
205, 145.00000000000003, -4.9285782943133984
210, 145.00000000000003, -5.89560949859814
215, 145.00000000000003, -7.2448772574002245
220, 145.00000000000003, -9.272653250926783
225, 145.00000000000003, -13.087191518058992
229.99999999999997, 145.00000000000003, -17.958143334274734
235, 145.00000000000003, -11.267613173882332
239.99999999999997, 145.00000000000003, -9.035594558140188
245.00000000000003, 145.00000000000003, -7.826228246415566
250.00000000000003, 145.00000000000003, -7.123492035851051
255, 145.00000000000003, -6.750589094664519
260, 145.00000000000003, -6.63083600539513
265, 145.00000000000003, -6.730514306165513
270, 145.00000000000003, -7.04101259054873
275, 145.00000000000003, -7.574822544847702
280, 145.00000000000003, -8.371010759434727
